unique.id,country,location,site,observer,SamplingDate,year,month,day,lat,long,X,Y,depth_m,temp_C,management,habitat,no_quadrats,perc_hardcoral,perc_softcoral,perc_macroalgae,no_genera,no_colonies,no_bleached.cols,perc_bleached,simp.diversity,site.suscept2016,reefbase,bleach_intensity,DHWCummSUM1,average.dhw.90days,max.dhw.90days,dip.Statistic.sst,bimodality.coefficient,bimodality.ratio,n.h.spell.events_90Days,avg.high.spell.duration.90days,max.high.spell.duration.90days,avg.high.spell.rise.90days,avg.spell.peak,sd.spell.peak,avg.low.spell.duration.90dys,max.low.spell.duration.90dys,dhd_mmmplus1,CA1,Acropora.bi,Porites.massive.bi,Montipora.bi,Porites.branching.bi,Pocillopora.bi,Favites.bi,Galaxea.bi,Fungia.bi,Goniastrea.bi,Favia.bi,Pavona.bi,Echinopora.bi,Synarea.bi,Platygyra.bi,Seriatopora.bi,Diploastrea.bi,Millepora.bi,Isopora.bi,Heliopora.bi,Cyphastrea.bi,Hydnophora.bi,Montastrea.bi,Stylophora.bi,Astreopora.bi,Lobophyllia.bi,Leptastrea.bi,Coscinaraea.bi,Goniopora.bi,Leptoseris.bi,Pachyseris.bi,region,grp6.check,year2,DHWDate,date.difference
145,Reunion,Reunion,Trou d'Eau,Mireille Guillaume,2003-12-16,2016,3,12,-21.10286667,55.24145,55.24145,-21.10286667,1.5,NA,restricted,flat,20,30.3,2.5,1.35,17,184,44,23.91,0.69,32.01048961,2,10.32608696,18.18999959,0.199890105,1.32999997,0.045815724,0.454502698,1.231062063,1,14,14,0.158888886,28.73173849,0.469193225,5,9,0,0.973580775,4.12371134,28.57142857,12.24489796,0,3.174603175,0,71.42857143,3.296703297,0,71.42857143,14.28571429,0,4.081632653,4.761904762,0,0,65.07936508,0,0,0,0,0,0,0,0,0,0,71.42857143,0,0,Mauritius/Reunion,1,1.32999997,2003-12-16,0
147,Madagascar,Antongil Bay,Antanambe,Roberto&Frederic,5/20/16,2016,5,20,-16.42445,49.84953333,49.84953333,-16.42445,5,NA,no-take,slope,20,58.5,0.05,0.8,19,343,104,30.32,0.89,26.7791497,2,19.78342357,0,0,0,0.081318681,0.563472681,1.140301848,2,10,16,0.207272724,28.82879936,0.812902806,10,10,0,0.072172058,21.42857143,6.079027356,0,0,0,17.85714286,8,53.57142857,0,44.64285714,0,10.71428571,0,34.61538462,0,0,0,0,0,0,7.142857143,0,0,0,64.28571429,0,71.42857143,0,0,0,Madagascar,3,0,NA,NA
151,Indonesia,Weh Island,Anoi Itam,Azhar,2006-03-16,2016,6,3,5.82573786,95.3782537,95.3782537,5.82573786,4,NA,restricted,flat,20,72,0,0,16,494,456,92.31,0.61,24.5459816,3,47.7443609,0,0,0,0.03990746,0.517230203,0,1,17,17,0.13444444,30.55923009,0.665070946,10,10,0,-1.200551808,33.33333333,56.58163265,67.85714286,31.38173302,65.71428571,46.66666667,19.04761905,0,42.85714286,14.28571429,0,0,0,0,0,14.28571429,0,0,47.32142857,0,14.28571429,14.28571429,0,0,0,0,0,0,0,0,Indonesia,6,0,NA,NA
152,Indonesia,Weh Island,Batee Meronron,Azhar,2006-02-16,2016,6,2,5.87351337,95.26466349,95.26466349,5.87351337,4,NA,restricted,flat,20,61,0,0.67,16,580,519,89.48,0.44,31.69309089,3,48.74384236,0,0,0,0.045303752,0.531181242,1.015770385,1,21,21,0.096923075,30.47652106,0.682612671,10,10,0,0.892255655,51.59468439,20.55749129,16.32653061,0,57.79220779,38.7755102,71.42857143,0,61.9047619,42.85714286,0,0,0,71.42857143,0,0,0,0,71.42857143,7.142857143,64.28571429,29.52380952,0,0,0,0,14.28571429,0,0,0,Indonesia,1,0,NA,NA
153,Indonesia,Weh Island,Benteng,Azhar,5/31/16,2016,5,31,5.84570498,95.37321534,95.37321534,5.84570498,4,NA,no-take,flat,20,66,0,0,13,442,372,84.16,0.66,26.64915642,3,50.03232062,0,0,0,0.03990746,0.586325705,4.981735798,1,17,17,0.13444444,30.49111043,0.742020785,5,9,0,-1.752297029,71.42857143,49.87357775,0,14.9068323,85.71428571,45.45454545,85.71428571,0,0,42.85714286,0,0,0,66.66666667,0,0,0,0,72.5170068,0,0,71.42857143,0,0,0,0,14.28571429,0,0,0,Indonesia,6,0,NA,NA
154,Indonesia,Weh Island,Beurawang,Azhar,2006-02-16,2016,6,2,5.77751141,95.33685205,95.33685205,5.77751141,4,NA,open,flat,20,42,0,0,21,364,331,90.93,0.66,25.17566008,3,45.32967033,0,0,0,0.05189255,0.534494009,0.976395453,1,20,20,0.119999997,30.46962895,0.643066446,10,10,0,-1.353132074,71.42857143,48.26629681,54.46428571,0,80.95238095,46.93877551,37.5,0,50.64935065,17.85714286,0,0,0,71.42857143,0,0,0,42.85714286,52.38095238,8.571428571,0,36.50793651,0,65.47619048,14.28571429,3.571428571,14.28571429,0,0,0,Indonesia,6,0,NA,NA
155,Indonesia,Weh Island,Gapang,Azhar,2006-02-16,2016,6,2,5.85416157,95.27371142,95.27371142,5.85416157,4,NA,restricted,flat,20,72,0,0,11,959,894,93.22,0.36,32.4887059,3,54.61045732,0,0,0,0.045303752,0.531181242,1.015770385,1,21,21,0.096923075,30.47652106,0.682612671,10,10,0,0.99889061,58.37765957,17.70623742,14.28571429,0,56.56213705,0,28.57142857,0,0,14.28571429,0,0,0,0,0,0,0,0,0,0,19.04761905,14.28571429,0,28.57142857,0,19.04761905,0,0,0,0,Indonesia,1,0,NA,NA
156,Indonesia,Weh Island,Jaboi,Azhar,2006-02-16,2016,6,2,5.79977886,95.34604574,95.34604574,5.79977886,4,NA,open,flat,20,54,0,0,16,439,391,89.07,0.71,28.5609785,3,54.2466645,0,0,0,0.05189255,0.534494009,0.976395453,1,20,20,0.119999997,30.46962895,0.643066446,10,10,0,-1.576602037,52.38095238,52.76497696,0,41.34199134,60.71428571,42.85714286,71.42857143,23.21428571,14.28571429,42.85714286,0,0,0,71.42857143,71.42857143,0,0,0,69.00093371,0,0,0,0,0,0,0,0,0,0,0,Indonesia,6,0,NA,NA
157,Indonesia,Weh Island,Lucas Reef,Azhar,2006-01-16,2016,6,1,5.88345,95.24502,95.24502,5.88345,4,NA,restricted,flat,20,63,0,0,17,776,423,54.51,0.67,30.90592735,2,26.21502209,0,0,0,0.047252746,0.550217092,1.015264185,2,7.5,9,0.079999997,30.45639932,0.649389957,5,9,0,0.557567276,27.09122203,30.09118541,3.544575725,0,50.31055901,33.76623377,29.41176471,0,68.25396825,36.13445378,0,0,0,42.85714286,0,0,0,0,76.19047619,9.523809524,28.57142857,16.80672269,0,0,0,12.98701299,0,0,0,0,Indonesia,1,0,NA,NA
158,Indonesia,Weh Island,Reuteuk,Azhar,5/31/16,2016,5,31,5.85724938,95.36137892,95.36137892,5.85724938,4,NA,restricted,flat,20,60,0,0,15,519,485,93.45,0.55,24.96716208,3,51.58271401,0,0,0,0.042000372,0.5871667,5.137079736,1,15,15,0.139999996,30.52678503,0.736221837,5,9,0,-1.62024328,69.04761905,50.88757396,40,33.89830508,76.19047619,41.26984127,0,0,0,71.42857143,0,0,0,71.42857143,0,14.28571429,0,0,73.7704918,35.71428571,0,57.14285714,0,71.42857143,0,71.42857143,0,0,0,0,Indonesia,6,0,NA,NA
159,Indonesia,Weh Island,Rubiah Channel,Azhar,2006-01-16,2016,6,1,5.88375287,95.25490981,95.25490981,5.88375287,4,NA,restricted,flat,20,55,0,0,21,560,438,78.21,0.83,30.09971968,3,38.26530612,0,0,0,0.045303752,0.55162978,0,1,21,21,0.096923075,30.40291599,0.758766025,5,8,0,-0.027451115,45.36474164,13.65546218,10.20408163,0,51.65945166,57.61904762,37.14285714,0,59.18367347,36.50793651,0,0,0,45.45454545,0,14.28571429,0,0,71.42857143,0,25,25,0,42.85714286,71.42857143,6.079027356,0,0,0,0,Indonesia,2,0,NA,NA
160,Indonesia,Weh Island,Rubiah Sea Garden,Azhar,2006-01-16,2016,6,1,5.88145229,95.26064487,95.26064487,5.88145229,4,NA,restricted,flat,20,70,0,0,24,437,359,82.15,0.76,25.93422334,3,39.22850605,0,0,0,0.045303752,0.55162978,0,1,21,21,0.096923075,30.40291599,0.758766025,5,8,0,-1.42838952,71.42857143,38.18953324,11.03896104,0,64.28571429,63.13364055,55.55555556,0,50.42016807,29.87012987,0,42.85714286,0,14.28571429,0,14.28571429,0,28.57142857,58.3011583,6.493506494,0,31.86813187,0,71.42857143,14.28571429,8.571428571,14.28571429,0,0,0,Indonesia,6,0,NA,NA
161,Indonesia,Weh Island,Sumur Tiga,Azhar,5/31/16,2016,5,31,5.88836753,95.34547082,95.34547082,5.88836753,4,NA,restricted,flat,20,50,0,0,13,517,441,85.3,0.65,24.58936396,3,53.16385742,0,0,0,0.037113828,0.577351094,4.775323817,1,17,17,0.12333333,30.48730701,0.735801901,5,9,0,-1.037671936,71.42857143,56.47699758,0,44.47876448,71.42857143,28.57142857,0,0,0,14.28571429,71.42857143,0,0,71.42857143,0,0,0,0,70.26239067,28.57142857,0,0,0,0,0,42.85714286,0,0,0,0,Indonesia,6,0,NA,NA
162,Indonesia,Weh Island,Ujung Kareung,Azhar,5/31/16,2016,5,31,5.87618896,95.35361334,95.35361334,5.87618896,4,NA,no-take,flat,20,58,0,0,15,431,375,87.01,0.43,24.48038483,3,54.35863441,0,0,0,0.042000372,0.5871667,5.137079736,1,15,15,0.139999996,30.52678503,0.736221837,5,9,0,-1.64490256,76.78571429,54.58553792,24.17582418,0,46.42857143,57.65306122,71.42857143,0,64.28571429,44.44444444,0,0,0,55.10204082,0,0,0,0,76.8707483,0,0,71.42857143,0,14.28571429,0,0,0,0,0,0,Indonesia,6,0,NA,NA
163,Indonesia,Weh Island,Ujung Seukeu,Azhar,2006-03-16,2016,6,3,5.80833,95.37631,95.37631,5.80833,4,NA,no-take,flat,20,63,0,0,18,386,332,86.01,0.61,26.24499413,3,41.82087343,0,0,0,0.03990746,0.517230203,0,1,17,17,0.13444444,30.55923009,0.665070946,10,10,0,-1.658558219,58.92857143,45.51638837,14.28571429,2.380952381,66.66666667,35.71428571,30.95238095,42.85714286,14.28571429,14.28571429,0,0,0,14.28571429,0,0,0,71.42857143,51.42857143,0,0,0,0,38.0952381,0,0,0,0,0,0,Indonesia,6,0,NA,NA
164,Indonesia,Weh Island,Ujung Seurawan,Azhar,2006-01-16,2016,6,1,5.89558,95.23759,95.23759,5.89558,4,NA,restricted,flat,20,55,0,0.33,19,410,321,78.29,0.79,30.52996219,3,38.7804878,0,0,0,0.047252746,0.550217092,1.015264185,2,7.5,9,0.079999997,30.45639932,0.649389957,5,9,0,0.230107426,47.58983348,28.57142857,10.65759637,0,54.98652291,59.52380952,11.42857143,0,57.14285714,40.90909091,0,0,0,14.28571429,0,0,0,0,71.42857143,25,46.93877551,32.14285714,0,0,0,0,0,0,0,0,Indonesia,2,0,NA,NA
165,Indonesia,Karimunjawa,Cendekian,Efin Muttaqin,2005-08-16,2016,5,8,-5.80419,110.55876,110.55876,-5.80419,3,NA,open,flat,20,54,1.375,0,26,612,284,46.41,0.55,30.9220661,2,13.16526611,49.4599989,0.543516471,1.899999958,0.032182105,0.437782544,0,4,2.75,5,0.202499998,29.920416,0.504695154,1.428571429,3,0,0.799504662,16.48351648,0.892857143,2.48447205,5.494505495,23.80952381,4.081632653,6.593406593,0,0,9.523809524,6.12244898,5.714285714,0,11.42857143,0,0,0,0,0.840336134,0,4.761904762,0,14.28571429,0,0,0,0,0,0,0,Indonesia,1,1.899999958,2005-08-16,0
166,Indonesia,Karimunjawa,Gosong Tengah,Efin Muttaqin,2005-10-16,2016,5,10,-5.799804,110.510647,110.510647,-5.799804,3,NA,no-take,flat,20,37.125,1.5,1.125,28,586,339,57.85,0.85,29.16356622,2,18.06435885,4.669999897,0.05131868,0.989999978,0.030219779,0.444077375,0,3,3.333333333,7,0.18285714,30.04181751,0.521341082,2,5,0,0.06304423,27.83123612,11.13445378,9.973045822,17.00680272,25.66585956,20.12987013,4.081632653,23.80952381,9.523809524,14.28571429,13.71428571,4.761904762,0,3.571428571,0,0,0,76.19047619,3.896103896,0,7.936507937,3.571428571,18.25396825,9.523809524,6.12244898,0,0,0,0,0,Indonesia,3,0.989999978,2005-10-16,0
167,Indonesia,Karimunjawa,Menjangan Besar,Efin Muttaqin,2005-06-16,2016,5,6,-5.89806,110.43379,110.43379,-5.89806,3,NA,restricted,flat,20,52.25,2.25,0.25,19,518,298,57.53,0.58,29.81944806,2,36.84500827,9.299999784,0.1021978,0.609999986,0.031487743,0.473330386,0,3,4.666666667,10,0.274285709,29.94559933,0.465591727,2.5,5,0,0.768842833,55.14546244,3.039513678,0,2.197802198,33.92857143,5.952380952,8.928571429,0,0,5.714285714,0,0,0,14.28571429,0,0,0,0,0,0,0,0,2.857142857,28.57142857,8.571428571,0,0,0,0,0,Indonesia,1,0.609999986,2005-06-16,0
168,Indonesia,Karimunjawa,Menjangan Kecil,Efin Muttaqin,2005-06-16,2016,5,6,-5.90131,110.40563,110.40563,-5.90131,3,NA,no-take,flat,20,40.875,3,0.5,25,565,260,46.02,0.68,30.67887635,2,12.84450063,8.829999805,0.097032965,0.299999993,0.026826116,0.47555358,0,3,4.666666667,10,0.301428564,29.95115318,0.466101496,2.5,5,0,0.657008068,14.28571429,3.06122449,6.593406593,16.07142857,12.92517007,13.57142857,10.47619048,14.28571429,0,17.14285714,0,0,0,4.761904762,0,8.571428571,9.523809524,16.25615764,14.28571429,11.76470588,10.71428571,0,2.857142857,9.523809524,10.71428571,0,0,0,0,47.61904762,Indonesia,1,0.299999993,2005-06-16,0
169,Indonesia,Karimunjawa,Pulau Tengah,Efin Muttaqin,2005-10-16,2016,5,10,-5.80877,110.511626,110.511626,-5.80877,3,NA,no-take,flat,20,28.75,1.125,0.75,30,453,219,48.34,0.9,27.56009885,2,12.14128035,25.07999943,0.275604389,1.80999996,0.030906594,0.438312293,0,3,3.333333333,7,0.189999997,30.01119933,0.502446669,1.428571429,3,0,-0.210453679,25.44642857,7.728337237,7.062600321,21.76870748,17.58241758,14.28571429,0,22.85714286,0,12.5,4.017857143,5.714285714,0,2.857142857,0,0,0.840336134,85.71428571,15.23809524,9.523809524,10.71428571,2.857142857,27.27272727,5.714285714,2.380952381,0,0,0,0,4.761904762,Indonesia,3,1.80999996,2005-10-16,0
170,Indonesia,Karimunjawa,Sintok 1,Efin Muttaqin,2005-08-16,2016,5,8,-5.784757,110.519274,110.519274,-5.784757,3,NA,no-take,flat,20,48.625,3,0.625,28,535,125,23.36,0.73,28.78814865,1,5.740987984,3.139999931,0.034505494,0.649999985,0.030219779,0.458252569,0,2,7.5,10,0.171111109,29.96999933,0.51347554,1.833333333,5,0,0.614843852,7.835820896,3.428571429,6.403940887,5.442176871,3.174603175,7.792207792,1.785714286,7.142857143,4.761904762,6.593406593,1.098901099,0.921658986,0,0,0,2.380952381,2.380952381,0,1.298701299,3.571428571,0,0,0,5.714285714,2.857142857,0,0,0,0,0,Indonesia,1,0.649999985,2005-08-16,0
171,Indonesia,Karimunjawa,Tanjung Dua,Efin Muttaqin,2005-05-16,2016,5,5,-5.856815,110.472788,110.472788,-5.856815,3,NA,no-take,flat,20,49.625,0.875,1.375,18,117,23,19.66,0.82,27.20422114,1,4.63980464,8.449999825,0.092857141,0.43999999,0.031936815,0.481586806,0,3,4.666666667,11,0.22666666,29.94999933,0.467724978,1.666666667,3,0,-0.045043934,13.87755102,0.921658986,0,2.040816327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Indonesia,2,0.43999999,2005-05-16,0
172,Indonesia,Karimunjawa,Tanjung Sekoci,Efin Muttaqin,2005-05-16,2016,5,5,-5.862862,110.466484,110.466484,-5.862862,3,NA,no-take,flat,20,43.875,0.875,2,30,802,117,14.59,0.89,27.4060124,1,7.784111151,8.449999825,0.092857141,0.43999999,0.031936815,0.481586806,0,3,4.666666667,11,0.22666666,29.94999933,0.467724978,1.666666667,3,0,-0.029539771,29.49308756,0.460829493,0.996677741,1.680672269,5.911330049,1.111111111,0.571428571,0.952380952,2.380952381,0,0,0,0,0,0,0,2.521008403,0,85.71428571,1.298701299,0,0,0,0,0,0,0,0,0,0,Indonesia,3,0.43999999,2005-05-16,0
173,Indonesia,Karimunjawa,Taka Menyawakan E,Muhidin,5/15/16,2016,5,15,-5.76733,110.325654,110.325654,-5.76733,3,NA,no-take,flat,20,66,0.25,0,24,446,189,42.38,0.84,31.86514837,2,10.95451634,3.789999916,0.041648351,0.43999999,0.029042386,0.463144772,0,3,4.666666667,12,0.155999998,30.03719933,0.450846601,3.333333333,8,0,0.545451839,9.931972789,6.666666667,2.990033223,1.224489796,8.701298701,0,4.201680672,29.67032967,0,4.761904762,14.28571429,85.71428571,0,0,0,0,0,0,0,21.42857143,0,0,19.04761905,14.28571429,0,0,0,0,0,0,Indonesia,2,0.43999999,5/15/16,0
174,Indonesia,Karimunjawa,Bengkoang Island,Azhar dan Muhidin,5/16/16,2016,5,16,-5.74239,110.41747,110.41747,-5.74239,3,NA,no-take,bank,20,46.875,5.75,0.125,29,336,124,36.9,0.8,29.01385249,2,12.24489796,20.72999955,0.227802193,1.269999972,0.027210882,0.472825582,0,3,3.333333333,8,0.171249998,30.06999933,0.477584491,2.75,8,0,0.455205454,7.983193277,7.518796992,3.174603175,21.42857143,8.571428571,18.36734694,9.523809524,0,4.761904762,17.14285714,0,14.28571429,0,7.142857143,71.42857143,0,48.12030075,24.48979592,71.42857143,1.428571429,14.28571429,0,57.14285714,8.571428571,0,0,0,0,0,38.0952381,Indonesia,1,1.269999972,5/16/16,0
175,Indonesia,Karimunjawa,Cemara Kecil 1,Azhar dan Muhidin,2005-12-16,2016,5,12,-5.831288,110.382244,110.382244,-5.831288,3,NA,no-take,flat,20,66,1,0.25,33,431,198,45.94,0.86,27.3603939,2,13.39078555,15.42999966,0.169560436,1.309999971,0.032967033,0.43623897,0,3,4,9,0.254999995,30.06499933,0.472560084,2.75,8,0,0.530984662,29.31769723,3.03030303,5.291005291,7.142857143,0,14.28571429,0,6.857142857,14.28571429,7.142857143,9.523809524,8.333333333,0,0,0,0,0,0,0,4.285714286,0,0,0,18.18181818,0,0,0,0,0,5.357142857,Indonesia,2,1.309999971,2005-12-16,0
176,Indonesia,Karimunjawa,Gleang Island,Azhar dan Muhidin,5/17/16,2016,5,17,-5.880232,110.359395,110.359395,-5.880232,3,NA,no-take,flat,20,65.875,0.25,1.75,31,492,238,48.37,0.72,29.81110166,2,12.80487805,47.62999893,0.523406582,2.149999952,0.033374033,0.437909019,0,3,3.333333333,7,0.281666662,30.07119933,0.489560336,3.333333333,8,0,0.553074283,17.90087464,8.979591837,1.587301587,15.12605042,8.270676692,0.793650794,0,8.571428571,8.571428571,28.57142857,0,11.42857143,0,0,71.42857143,0,21.42857143,30.6122449,14.28571429,2.040816327,7.142857143,4.761904762,0,17.85714286,0,0,0,0,0,4.761904762,Indonesia,1,2.149999952,5/17/16,0
177,Indonesia,Karimunjawa,Karang Kapal,Azhar dan Muhidin,5/23/16,2016,5,23,-5.89937,110.24403,110.24403,-5.89937,3,NA,no-take,flat,20,50.5,3.125,0.5,34,424,197,46.46,0.84,28.74585371,2,12.90431267,6.899999847,0.075824174,0.44999999,0.024725275,0.445513179,2.768431479,4,3.75,8,0.181999997,30.11958266,0.442919937,5,9,0,0.429814197,23.37662338,3.246753247,1.382488479,8.035714286,20.87912088,12.24489796,6.857142857,30.76923077,14.28571429,0,0,14.28571429,0,0,0,0,4.761904762,0,2.040816327,0,0,28.57142857,0,0,14.28571429,0,3.571428571,0,0,28.57142857,Indonesia,1,0.44999999,5/23/16,0
178,Indonesia,Karimunjawa,Katang Island 2,Azhar dan Muhidin,5/21/16,2016,5,21,-5.802959,110.164412,110.164412,-5.802959,3,NA,no-take,flat,20,54.625,0,0.375,31,484,234,48.35,0.89,27.91572965,2,13.16410862,8.369999819,0.09197802,0.599999987,0.027683855,0.461571033,2.38511198,3,4,8,0.185714281,30.09124933,0.474142809,5,9,0,0.344160211,12.79317697,6.442577031,0.952380952,10.85714286,6.12244898,3.174603175,0,7.82967033,8.791208791,18.18181818,0,0,0,3.571428571,0,0,40.92664093,0,14.28571429,3.06122449,14.28571429,14.28571429,32.65306122,14.28571429,0,7.142857143,0,0,0,0,Indonesia,2,0.599999987,5/21/16,0
179,Indonesia,Karimunjawa,Kembar Island,Azhar dan Muhidin,5/20/16,2016,5,20,-5.743575,110.19561,110.19561,-5.743575,3,NA,no-take,flat,20,40.875,8.375,0.25,36,453,204,45.03,0.91,27.4354228,2,11.28981394,24.37999946,0.267912082,1.289999971,0.021367523,0.500783914,0,4,3.25,8,0.221111104,30.07695585,0.475484763,2.5,5,0,0.157464044,12.5,6.079027356,2.976190476,14.6567718,12.6984127,4.395604396,0.595238095,13.49206349,7.936507937,16.32653061,0,14.28571429,0,3.571428571,0,0,26.78571429,18.57142857,8.571428571,4.285714286,0,7.142857143,25.71428571,15.87301587,0,9.523809524,0,0,0,35.71428571,Indonesia,3,1.289999971,5/20/16,0
181,Indonesia,Karimunjawa,Pulau Menyawakan,Azhar dan Muhidin,5/15/16,2016,5,15,-5.79817,110.34733,110.34733,-5.79817,3,NA,no-take,flat,20,59.375,1.125,1.25,28,492,203,41.26,0.73,29.4637603,2,14.86643438,3.789999916,0.041648351,0.43999999,0.029042386,0.463144772,0,3,4.666666667,12,0.155999998,30.03719933,0.450846601,3.333333333,8,0,0.74903509,15.99059377,3.726708075,6.285714286,12.63736264,14.28571429,4.081632653,0,17.05069124,17.14285714,15.47619048,8.571428571,42.85714286,0,11.42857143,0,0,7.142857143,0,0,0,0,42.85714286,33.76623377,8.163265306,0,0,0,0,0,35.71428571,Indonesia,1,0.43999999,5/15/16,0
182,Indonesia,Karimunjawa,Taka Malang W,Azhar dan Muhidin,5/14/16,2016,5,14,-5.82071,110.438853,110.438853,-5.82071,3,NA,no-take,flat,20,54.625,0.25,0,40,712,410,57.58,0.85,29.15026186,2,19.34189406,20.10999955,0.220989006,1.519999966,0.031830241,0.436579145,0,3,4.666666667,11,0.221428567,30.08166599,0.477344697,2,5,0,0.697343749,41.46567718,5.306122449,0.297619048,8.928571429,26.98412698,18.36734694,4.285714286,18.44660194,7.142857143,10.71428571,12.82051282,10,0,7.936507937,14.28571429,2.380952381,18.36734694,40.33613445,0,4.395604396,20,4.761904762,22.85714286,7.142857143,0,0,0,0,0,0,Indonesia,2,1.519999966,5/14/16,0
183,Indonesia,Karimunjawa,Tanjung Lemu,Azhar dan Muhidin,2005-11-16,2016,5,11,-5.833654,110.488514,110.488514,-5.833654,3,NA,restricted,flat,20,46.125,1.125,0,27,474,181,38.19,0.91,26.68932072,2,8.921036769,15.07999966,0.165714282,1.449999968,0.030677657,0.444488972,0,3,3.666666667,8,0.234999997,30.04479933,0.513850809,2,5,0,-0.435852403,12.18487395,4.193971166,3.571428571,16.66666667,11.53846154,5.357142857,1.098901099,14.28571429,14.28571429,11.42857143,0,0,0,0,0,0,23.28042328,0,10.71428571,9.022556391,12.5,2.857142857,22.85714286,19.04761905,0,7.792207792,0,0,0,0,Indonesia,3,1.449999968,2005-11-16,0
185,Australia,Ningaloo,Oyster stacks,Shaun Wilson,4/27/16,2016,4,27,-22.132053,113.876341,113.876341,-22.132053,1,1,no-take,lagoon,21,NA,NA,NA,12,179,21,11.73,0.69,30.21879685,1,2.952913009,0,0,0,0.03672277,0.547223356,1.207663464,5,2.6,5,0.333749995,26.77894677,0.759070282,2,3,0,0.653527285,1.086956522,2.857142857,6.285714286,3.401360544,7.142857143,0,0,0,0,7.142857143,0,0,0,28.57142857,0,0,0,0,0,14.28571429,0,0,0,0,0,0,0,0,0,0,Western Australia,1,0,NA,NA
186,Australia,Ningaloo,Tantabiddi SZ,Shaun Wilson,4/28/16,2016,4,28,-21.90879,113.96397,113.96397,-21.90879,1.5,1,no-take,lagoon,19,NA,NA,NA,11,144,10,6.94,0.79,29.08504585,1,1.19047619,0,0,0,0.024002312,0.446407997,0,4,4.5,13,0.309090902,27.21699939,0.544823474,2,4,0,0.873096567,1.930501931,5.714285714,0,0,2.040816327,0,0,0,0,0,0,0.310559006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Western Australia,2,0,NA,NA
187,Australia,Ningaloo,Tantabiddi Patch,Shaun Wilson,4/28/16,2016,4,28,-21.929823,113.947386,113.947386,-21.929823,1.5,1,restricted,lagoon,19,NA,NA,NA,12,190,5,2.63,0.64,31.09773999,1,0.37593985,0,0,0,0.027802197,0.474185285,0,4,4.25,13,0.285999994,27.26666606,0.552099012,2.5,3,0,0.630523372,0.133511348,0,0,0,1.714285714,0,0,0,0,0,2.857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Western Australia,1,0,NA,NA
188,Australia,Ningaloo,Tantabiddi T1,Shaun Wilson,4/30/16,2016,4,30,-21.90432,113.9684,113.9684,-21.90432,3,1,restricted,lagoon,11,NA,NA,NA,14,43,2,4.65,0.9,27.76198395,1,0.996677741,0,0,0,0.027216969,0.428418779,0,4,3.5,9,0.326999992,27.18749939,0.619361924,2.5,4,0,0.338420763,0,0,0,0,0,28.57142857,0,0,0,0,0,0,0,0,0,0,0,0,0,4.761904762,0,0,0,0,0,0,0,0,0,0,Western Australia,2,0,NA,NA
189,Australia,Ningaloo,Mesa,Shaun Wilson,4/30/16,2016,4,30,-21.99948,113.91345,113.91345,-21.99948,1,1,restricted,lagoon,19,NA,NA,NA,15,75,5,6.67,0.9,29.09645716,1,0.952380952,0,0,0,0.047052947,0.470736398,0,3,5,12,0.296666659,27.18420992,0.628961349,2.5,3,0,-0.070017415,0,4.761904762,0,0,0,3.571428571,2.040816327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Western Australia,3,0,NA,NA
190,Australia,Ningaloo,Mangrove Bay,Shaun Wilson,4/30/16,2016,4,30,-21.95062,113.92059,113.92059,-21.95062,1,1,no-take,lagoon,12,NA,NA,NA,11,94,3,3.19,0.34,31.03365875,1,0.759878419,0,0,0,0.047052947,0.470736398,0,3,5,12,0.296666659,27.18420992,0.628961349,2.5,3,0,1.060848728,0.37593985,0,0,0,0,0,0,0,0,14.28571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Western Australia,1,0,NA,NA
191,Australia,Ningaloo,Mandu 2,Shaun Wilson,2005-01-16,2016,5,1,-22.08061,113.89336,113.89336,-22.08061,1.5,1,no-take,lagoon,15,NA,NA,NA,13,85,8,9.41,0.68,30.3726011,1,2.016806723,0,0,0,0.046963563,0.514419898,1.26834522,5,2.2,5,0.391428561,27.12646998,0.548200922,2.5,3,0,0.696164893,0.931677019,0,3.896103896,0,2.380952381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.571428571,0,0,4.761904762,0,0,0,0,0,0,0,Western Australia,1,0,NA,NA
192,Australia,Ningaloo,Mandu 3,Shaun Wilson,2005-01-16,2016,5,1,-22.05195,113.89831,113.89831,-22.05195,1.5,1,restricted,lagoon,16,NA,NA,NA,10,138,10,7.25,0.24,31.44867098,1,1.345755694,0,0,0,0.046963563,0.514419898,1.26834522,5,2.2,5,0.391428561,27.12646998,0.548200922,2.5,3,0,1.238083832,1.19047619,0,0,0,0,14.28571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.28571429,0,0,0,0,0,0,0,0,Western Australia,1,0,NA,NA
