unique.id,country,location,site,observer,SamplingDate,year,month,day,lat,long,X,Y,depth_m,temp_C,management,habitat,no_quadrats,perc_hardcoral,perc_softcoral,perc_macroalgae,no_genera,no_colonies,no_bleached.cols,perc_bleached,simp.diversity,site.suscept2016,reefbase,bleach_intensity,DHWCummSUM1,average.dhw.90days,max.dhw.90days,dip.Statistic.sst,bimodality.coefficient,bimodality.ratio,n.h.spell.events_90Days,avg.high.spell.duration.90days,max.high.spell.duration.90days,avg.high.spell.rise.90days,avg.spell.peak,sd.spell.peak,avg.low.spell.duration.90dys,max.low.spell.duration.90dys,dhd_mmmplus1,CA1,Acropora.bi,Porites.massive.bi,Montipora.bi,Porites.branching.bi,Pocillopora.bi,Favites.bi,Galaxea.bi,Fungia.bi,Goniastrea.bi,Favia.bi,Pavona.bi,Echinopora.bi,Synarea.bi,Platygyra.bi,Seriatopora.bi,Diploastrea.bi,Millepora.bi,Isopora.bi,Heliopora.bi,Cyphastrea.bi,Hydnophora.bi,Montastrea.bi,Stylophora.bi,Astreopora.bi,Lobophyllia.bi,Leptastrea.bi,Coscinaraea.bi,Goniopora.bi,Leptoseris.bi,Pachyseris.bi,region,grp6.check,year2,DHWDate,date.difference
43,Kenya,Kenya fringing,Watamu north,Tim,4/13/16,2016,4,13,-3.38306,39.9925,39.9925,-3.38306,1.5,NA,no-take,lagoon,15,26.67,0,37.67,20,237,127,53.59,0.9,28.36176838,2,23.86980108,56.86999873,0.624945041,4.229999905,0.059366927,0.688873507,0.801676561,2,8,9,0.246249995,28.17952318,1.177346466,2.5,4,0,0.235229035,29.55665025,4.464285714,59.52380952,2.597402597,67.61904762,25,2.795031056,0,48.97959184,41.42857143,2.380952381,4.081632653,0,36.9047619,0,0,14.28571429,0,0,14.28571429,28.57142857,0,0,14.28571429,0,0,0,0,0,0,East Africa,3,4.229999905,4/13/16,0
44,Maldives,Maldives,Bandos,Gabriel Grimsditch,4/23/16,2016,4,23,4.26903,73.48879,73.48879,4.26903,10,30,no-take,slope,20,23.5,1,2.85,25,245,59,24.08,0.8,29.27290844,2,11.5451895,29.06999935,0.319450542,2.739999939,0.062794349,0.685228566,0.566781879,2,8,15,0.194999997,29.72192241,0.651601209,2.5,7,0,0.156783404,5.571428571,27.27272727,17.46031746,0,11.42857143,0,7.142857143,34.69387755,8.994708995,0,30.6122449,71.42857143,0,2.857142857,0,0,0,0,0,7.142857143,0,0,0,14.28571429,0,0,0,0,12.85714286,7.142857143,Maldives/India,2,2.739999939,4/23/16,0
45,Maldives,Maldives,Reethi Beach West,Gabriel Grimsditch,2005-01-16,2016,5,1,5.25781,73.16335,73.16335,5.25781,2,31,no-take,flat,20,25.65,NA,NA,18,291,227,78.01,0.85,28.51412229,3,48.20814924,4.079999912,0.044835164,0.839999981,0.120753293,0.823452696,0.806656221,4,3,4,0.118888887,29.98999933,0.721586399,1.571428571,3,0,-0.812303134,68.0952381,32.4853229,71.42857143,0,62.45847176,59.74025974,71.42857143,71.42857143,52.38095238,52.38095238,20.95238095,0,0,33.33333333,0,0,0,0,0,42.85714286,71.42857143,0,0,71.42857143,0,14.28571429,0,0,0,0,Maldives/India,5,0.839999981,2005-01-16,0
46,Maldives,Maldives,Villingilli,Gabriel Grimsditch,2005-06-16,2016,5,6,4.17663,73.48344,73.48344,4.17663,10,31,open,slope,20,8.8,1.92,18.89,19,180,115,63.89,0.62,23.55533803,2,35.3968254,115.5499974,1.269780191,6.139999863,0.090095335,0.750855712,0.951652577,4,3,8,0.20833333,29.97590842,0.755737776,1.571428571,3,0,-1.351608487,78.57142857,32.76539974,0,0,78.57142857,50,42.85714286,71.42857143,69.64285714,11.42857143,39.68253968,0,0,31.74603175,0,0,0,0,0,47.61904762,0,42.85714286,0,0,0,3.571428571,0,0,17.85714286,0,Maldives/India,6,6.139999863,2005-06-16,0
47,Mauritius,Mauritius,ALR/ALBC,Celine / Emma,3/25/16,2016,3,25,-19.97889,57.63111,57.63111,-19.97889,3,NA,open,lagoon,20,89.25,0,4.25,9,157,91,57.96,0.8,29.9936087,3,35.94176524,253.8699943,2.789780157,7.59999983,0.032388664,0.588505579,1.838134635,5,2.8,4,0.145555551,28.69863572,0.37834596,2,6,0,0.521050689,36.41456583,35.71428571,0,35.71428571,37.01298701,0,35.71428571,42.85714286,0,35.71428571,0,0,0,0,0,0,33.46938776,0,0,0,0,0,0,0,0,0,0,35.71428571,0,0,Mauritius/Reunion,2,7.59999983,3/25/16,0
48,Mauritius,Mauritius,ALR/ALLC,Celine / Emma,3/25/16,2016,3,25,-19.97894,57.63264,57.63264,-19.97894,3,NA,open,lagoon,20,97.5,0,0,6,163,139,85.28,0.68,29.27084025,3,41.80543383,253.8699943,2.789780157,7.59999983,0.032388664,0.588505579,1.838134635,5,2.8,4,0.145555551,28.69863572,0.37834596,2,6,0,0.564913707,44.11764706,0,40.50632911,0,14.28571429,0,44.44444444,37.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,Mauritius/Reunion,4,7.59999983,3/25/16,0
49,Mauritius,Mauritius,Bain Boeuf,Celine/Natalie,3/18/16,2016,3,18,-19.98472,57.59736,57.59736,-19.98472,2,NA,open,lagoon,20,71,0,0,10,228,127,55.7,0.55,27.32310637,2,27.56892231,196.6399956,2.160879073,6.109999863,0.042124542,0.554783713,1.152785648,2,8.5,15,0.134999996,28.60045391,0.384552636,1.428571429,4,0,0.060480247,21.9047619,0,33.81924198,0,0,0,42.85714286,4.081632653,42.85714286,0,8.571428571,0,0,0,0,0,0,28.57142857,0,0,0,0,0,0,14.28571429,0,0,14.28571429,0,0,Mauritius/Reunion,4,6.109999863,3/18/16,0
51,Mauritius,Mauritius,Balaclava public Beach,Natalie,3/23/16,2016,3,23,-20.08026,57.51082,57.51082,-20.08026,1,NA,open,lagoon,20,84,0,0,11,278,86,30.94,0.6,31.62688351,2,17.36896197,142.5285682,1.566248003,4.377142759,0.030219782,0.535759872,1.722902323,3,6,15,0.23444444,28.76954481,0.359370836,1.666666667,4,0,1.053870785,46.42857143,14.28571429,50.31055901,0,5.952380952,0,10.71428571,11.59663866,0,14.28571429,0,0,0,4.761904762,0,0,0,0,0,0,0,0,0,0,0,0,0,38.0952381,0,0,Mauritius/Reunion,2,4.377142759,3/23/16,0
53,Mauritius,Mauritius,Bel Ombre Coral Garden,Natalie,3/17/16,2016,3,17,-20.51066,57.4121,57.4121,-20.51066,1,NA,open,lagoon,21,61.29,0,0,3,35,29,82.86,0.16,32.50524935,3,51.02040816,65.58999853,0.720769215,2.779999938,0.046174981,0.506481082,1.091817917,2,8.5,16,0.205555549,28.61791603,0.467676756,1.666666667,2,0,1.326853942,55.80357143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mauritius/Reunion,1,2.779999938,3/17/16,0
55,Mauritius,Mauritius,Bel Ombre Kayak,Natalie,3/17/16,2016,3,17,-20.51217,57.41544,57.41544,-20.51217,1,NA,open,lagoon,20,60.75,1,0.25,10,75,28,37.33,0.79,26.54926467,2,17.52380952,65.58999853,0.720769215,2.779999938,0.046174981,0.506481082,1.091817917,2,8.5,16,0.205555549,28.61791603,0.467676756,1.666666667,2,0,-0.284278396,71.42857143,0.892857143,25.97402597,3.759398496,19.04761905,0,50,0,0,0,0,0,0,52.38095238,0,0,0,0,0,0,0,57.14285714,0,0,0,0,0,0,0,0,Mauritius/Reunion,4,2.779999938,3/17/16,0
57,Mauritius,Mauritius,Grand Gaube,Natalie,2003-04-16,2016,3,4,-19.99747,57.67036,57.67036,-19.99747,1.5,NA,open,lagoon,20,73.65,1,0,13,67,20,29.85,0.84,29.54081437,2,9.808102345,111.1799975,1.221758214,4.699999895,0.048708051,0.469930774,0.919116575,3,3.666666667,6,0.139999997,28.35545391,0.651150814,11,11,0,0.705677237,15.47619048,0,42.85714286,1.680672269,2.857142857,35.71428571,0,8.163265306,0,32.14285714,0,0,0,14.28571429,0,0,0,0,0,0,0,0,14.28571429,0,0,0,0,0,0,0,Mauritius/Reunion,4,4.699999895,2003-04-16,0
58,Mauritius,Mauritius,Pointe D'Esny,Natalie,3/13/16,2016,3,13,-20.41494,57.72723,57.72723,-20.41494,1,NA,open,lagoon,20,72.45,0,0.25,7,44,36,81.82,0.59,30.16944706,3,46.75324675,192.6399957,2.11692303,7.049999842,0.061212227,0.611534567,1.196995457,2,9.5,16,0.194444442,28.60318118,0.46548884,1.571428571,3,0,0.858511025,59.25925926,0,57.14285714,0,9.523809524,0,0,0,0,0,33.33333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.04761905,0,0,Mauritius/Reunion,1,7.049999842,3/13/16,0
75,Tanzania,Tanzania islands,Bawe Corner,Ussi,4/29/16,2016,4,29,-6.14592,39.13708,39.13708,-6.14592,4,NA,open,lagoon,15,74.67,3,0.33,16,275,255,92.73,0.87,29.12532284,3,50.28571429,162.6599964,1.787472488,4.91999989,0.028571428,0.528551586,0.725078253,1,20,20,0.235999995,29.34272662,0.807424941,5.5,9,0,0.959067054,55.80357143,24.06015038,0,33.80952381,64.28571429,0,53.65853659,45.57823129,0,28.57142857,14.28571429,60.92436975,54.67980296,42.85714286,30.95238095,0,85.71428571,0,0,0,0,0,0,0,64.28571429,0,0,0,0,0,East Africa,4,4.91999989,4/29/16,0
76,Tanzania,Tanzania islands,Bawe Corner,Tim,4/29/16,2016,4,29,-6.14592,39.13708,39.13708,-6.14592,2,NA,open,lagoon,11,75.45,1.82,0.45,19,341,305,89.44,0.88,29.79822582,3,56.64013406,162.6599964,1.787472488,4.91999989,0.028571428,0.528551586,0.725078253,1,20,20,0.235999995,29.34272662,0.807424941,5.5,9,0,1.026785535,62.16931217,26.8907563,0,66.80672269,66.66666667,21.42857143,58.04988662,61.2244898,0,71.42857143,0,71.42857143,48.62637363,0,47.25274725,0,78.57142857,0,0,0,0,0,14.28571429,0,46.93877551,0,0,0,0,0,East Africa,4,4.91999989,4/29/16,0
77,Tanzania,Tanzania islands,Bawe Lodge,Ussi,4/29/16,2016,4,29,-6.15107,39.12663,39.12663,-6.15107,4.5,NA,open,lagoon,15,48.33,0.67,0,14,270,177,65.56,0.82,27.62593346,2,23.5978836,179.429996,1.971758198,5.35999988,0.027055223,0.523083382,0.697763445,1,20,20,0.255555551,29.33956456,0.785611952,5,9,0,0.321584797,22.77432712,7.738095238,0,34.45378151,34.45378151,0,19.48051948,0,0,0,0,55.55555556,44.76190476,9.523809524,0,0,0,0,0,0,0,0,17.14285714,0,14.28571429,0,0,0,0,0,East Africa,4,5.35999988,4/29/16,0
78,Tanzania,Tanzania islands,Bawe South,Ussi,4/29/16,2016,4,29,-6.15619,39.12228,39.12228,-6.15619,3.5,NA,open,lagoon,15,27,1.33,0,11,168,129,76.79,0.78,26.66363579,3,40.05102041,179.429996,1.971758198,5.35999988,0.027055223,0.523083382,0.697763445,1,20,20,0.255555551,29.33956456,0.785611952,5,9,0,0.031415507,59.52380952,20.995671,0,55.27950311,54.76190476,0,25.71428571,16.07142857,0,14.28571429,0,0,64.03940887,0,4.761904762,0,0,0,0,0,0,0,64.28571429,0,0,0,0,0,0,0,East Africa,4,5.35999988,4/29/16,0
79,Tanzania,Tanzania islands,Bawe corner,Nyawira,4/29/16,2016,4,29,-6.14592,39.13708,39.13708,-6.14592,3.5,NA,open,lagoon,15,62,9.67,4,16,322,283,87.89,0.88,29.21145552,3,57.364685,162.6599964,1.787472488,4.91999989,0.028571428,0.528551586,0.725078253,1,20,20,0.235999995,29.34272662,0.807424941,5.5,9,0,0.977525869,60.71428571,23.01587302,0,61.9047619,71.42857143,71.42857143,48.05194805,63.13364055,0,71.42857143,71.42857143,63.02521008,55.95238095,42.85714286,45.71428571,0,0,0,0,0,0,0,71.42857143,0,67.85714286,0,0,0,0,0,East Africa,4,4.91999989,4/29/16,0
80,Tanzania,Tanzania islands,Bawe corner,C. Muhando,4/29/16,2016,4,29,-6.14592,39.13708,39.13708,-6.14592,5.5,NA,open,lagoon,12,52.92,6.67,1.25,18,251,171,68.13,0.79,29.99438816,2,36.88104724,162.6599964,1.787472488,4.91999989,0.028571428,0.528551586,0.725078253,1,20,20,0.235999995,29.34272662,0.807424941,5.5,9,0,0.937112898,37.62376238,44.44444444,64.28571429,69.3877551,51.42857143,0,38.57142857,20.30075188,0,0,0,17.85714286,49.20634921,2.857142857,0,0,0,0,0,0,57.14285714,0,0,0,34.52380952,0,0,42.85714286,0,0,East Africa,2,4.91999989,4/29/16,0
81,Tanzania,Tanzania islands,Bawe E,Nyawira,4/29/16,2016,4,29,-6.15107,39.12663,39.12663,-6.15107,3,NA,open,lagoon,16,41.25,2.19,0,17,218,177,81.19,0.84,28.54768735,3,46.46133683,179.429996,1.971758198,5.35999988,0.027055223,0.523083382,0.697763445,1,20,20,0.255555551,29.33956456,0.785611952,5,9,0,0.865806191,45.76271186,21.67487685,71.42857143,62.98701299,73.21428571,0,58.2010582,48.35164835,0,0,22.85714286,53.57142857,40.81632653,0,0,0,0,0,0,0,0,71.42857143,0,0,71.42857143,0,0,0,0,0,East Africa,4,5.35999988,4/29/16,0
82,Tanzania,Tanzania islands,Bawe Lodge,Tim,4/29/16,2016,4,29,-6.15107,39.12663,39.12663,-6.15107,3,NA,open,lagoon,10,53.5,1,0,12,229,153,66.81,0.84,28.69314283,2,35.4959451,179.429996,1.971758198,5.35999988,0.027055223,0.523083382,0.697763445,1,20,20,0.255555551,29.33956456,0.785611952,5,9,0,0.61976957,47.98534799,13.46153846,0,50.71428571,60.71428571,0,35.71428571,35.71428571,0,0,0,46.93877551,32.77310924,0,65.30612245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,East Africa,4,5.35999988,4/29/16,0
83,Tanzania,Tanzania islands,Bawe South,Nyawira,4/29/16,2016,4,29,-6.15619,39.12228,39.12228,-6.15619,3,NA,open,lagoon,19,55,2.63,1.05,15,264,201,76.14,0.82,28.30083847,3,40.69264069,179.429996,1.971758198,5.35999988,0.027055223,0.523083382,0.697763445,1,20,20,0.255555551,29.33956456,0.785611952,5,9,0,0.406453728,61.42857143,10.76320939,0,55.55555556,68.36734694,14.28571429,0,71.42857143,0,50,20.40816327,0,42.60651629,14.28571429,30.6122449,0,0,0,0,0,0,0,76.19047619,0,71.42857143,0,0,0,0,0,East Africa,4,5.35999988,4/29/16,0
84,Tanzania,Tanzania islands,Bawe South,Tim,4/29/16,2016,4,29,-6.15619,39.12228,39.12228,-6.15619,3,NA,open,lagoon,13,32.31,4.62,0,19,265,191,72.08,0.84,26.23559118,3,44.04312668,179.429996,1.971758198,5.35999988,0.027055223,0.523083382,0.697763445,1,20,20,0.255555551,29.33956456,0.785611952,5,9,0,0.19864412,61.71428571,24.65437788,71.42857143,42.85714286,78.57142857,0,47.61904762,0,0,0,0,71.42857143,66.07142857,71.42857143,61.03896104,0,71.42857143,0,0,0,71.42857143,0,0,0,0,0,4.761904762,0,0,0,East Africa,4,5.35999988,4/29/16,0
85,Tanzania,Tanzania islands,Bongoyo Site 2,Tim,2005-04-16,2016,5,4,-6.69964,39.26325,39.26325,-6.69964,4,NA,restricted,lagoon,12,50.83,2.92,0,15,328,200,60.98,0.82,29.21113995,3,37.97909408,231.0899948,2.539450492,5.269999882,0.036463536,0.474651657,0.646767085,2,7.5,14,0.156999998,29.41349934,0.637819256,5,9,0,1.289924913,6.271777003,71.42857143,0,0,85.71428571,28.57142857,29.85347985,55.95238095,0,0,11.60714286,58.36734694,41.26984127,71.42857143,0,0,50,0,0,0,22.44897959,0,71.42857143,0,0,0,0,0,0,0,East Africa,4,5.269999882,2005-04-16,0
86,Tanzania,Tanzania islands,Bongoyo Site 1,Tim,2005-04-16,2016,5,4,-6.6965,39.2587,39.2587,-6.6965,2,NA,restricted,lagoon,15,54.67,2.33,2,16,277,140,50.54,0.67,27.60021888,2,28.77772047,231.0899948,2.539450492,5.269999882,0.036463536,0.474651657,0.646767085,2,7.5,14,0.156999998,29.41349934,0.637819256,5,9,0,1.158134414,4.081632653,13.33333333,0,71.42857143,77.14285714,64.28571429,19.25925926,42.85714286,0,0,3.571428571,68.57142857,38.27160494,60.71428571,0,0,71.42857143,0,0,0,0,0,0,0,0,0,0,0,0,0,East Africa,4,5.269999882,2005-04-16,0
87,Tanzania,Tanzania islands,Changuu 1,Ussi,4/15/16,2016,4,15,-6.1176,39.1692,39.1692,-6.1176,5,NA,open,lagoon,10,31.5,1.5,0,13,145,94,64.83,0.84,30.9607797,2,25.81280788,167.6399962,1.842197761,7.729999827,0.030219781,0.617591393,0.675467434,1,20,20,0.233999995,29.27739065,0.815041629,3.333333333,7,0,1.144584982,34.28571429,10.71428571,0,52.38095238,38.39285714,0,40.60150376,23.1292517,0,0,0,5.714285714,9.285714286,0,0,0,0,0,0,0,0,0,28.57142857,0,0,0,0,0,0,0,East Africa,4,7.729999827,4/15/16,0
88,Tanzania,Tanzania islands,Changuu 2,Ussi,4/16/16,2016,4,16,-6.1176,39.1692,39.1692,-6.1176,5,NA,open,lagoon,10,48,2,0,9,76,51,67.11,0.75,31.93317932,2,20.86466165,175.0599961,1.923736221,7.729999827,0.03003663,0.614508272,0.684584036,1,20,20,0.233999995,29.27739065,0.815041629,3.333333333,7,0,0.930560628,29.46428571,10.20408163,0,0,16.32653061,0,51.42857143,0,0,0,0,0,7.142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,East Africa,4,7.729999827,4/16/16,0
89,Tanzania,Tanzania islands,Chawe,Julius,5/14/16,2016,5,14,-7.92752,39.77992,39.77992,-7.92752,4,NA,restricted,flat,16,76.88,0.31,0,17,265,251,94.72,0.73,27.93157341,3,41.29380054,102.7199977,1.128791184,2.099999953,0.051543694,0.508793025,0.851925438,2,8.5,15,0.102999996,29.56192242,0.644180203,2.5,7,0,0.841903165,61.17216117,28.57142857,38.57142857,0,39.56043956,0,42.1875,22.61904762,14.28571429,14.28571429,36.73469388,0,0,25.71428571,28.57142857,0,28.57142857,14.28571429,0,0,0,0,46.03174603,0,31.16883117,0,0,30.95238095,0,0,East Africa,4,2.099999953,5/14/16,0
90,Tanzania,Tanzania islands,Chumbe South,Ussi,4/30/16,2016,4,30,-6.28475,39.17642,39.17642,-6.28475,5,NA,no-take,lagoon,15,82.67,1,0,21,215,168,78.14,0.8,29.96564198,3,39.33554817,217.3799951,2.388791155,6.129999863,0.035057334,0.494241723,0.625087807,1,20,20,0.214999996,29.38079934,0.795036251,5,9,1.04694741,0.841753889,36.52597403,8.571428571,28.57142857,76.19047619,60.31746032,21.42857143,41.66666667,55.95238095,23.80952381,42.85714286,0,32.38095238,0,42.85714286,0,0,71.42857143,0,0,0,28.57142857,0,0,17.46031746,28.57142857,0,0,57.14285714,0,0,East Africa,2,6.129999863,4/30/16,0
91,Tanzania,Tanzania islands,Chumbe North,Ussi,4/30/16,2016,4,30,-6.27716,39.17437,39.17437,-6.27716,5,NA,no-take,lagoon,15,50.67,0.33,1.33,20,158,123,77.85,0.66,28.7291273,3,47.46835443,217.3799951,2.388791155,6.129999863,0.035057334,0.494241723,0.625087807,1,20,20,0.214999996,29.38079934,0.795036251,5,9,1.04694741,0.719270693,48.63563403,33.08270677,64.28571429,80.95238095,0,28.57142857,14.28571429,85.71428571,64.28571429,57.14285714,0,28.57142857,28.57142857,21.42857143,0,0,71.42857143,0,0,0,0,0,0,28.57142857,28.57142857,0,0,0,0,0,East Africa,1,6.129999863,4/30/16,0
92,Tanzania,Tanzania islands,Chumbe,Nyawira,4/30/16,2016,4,30,-6.27716,39.17437,39.17437,-6.27716,3,NA,no-take,lagoon,17,75,1.18,0.88,23,278,219,78.78,0.8,29.82191376,3,41.26413155,217.3799951,2.388791155,6.129999863,0.035057334,0.494241723,0.625087807,1,20,20,0.214999996,29.38079934,0.795036251,5,9,1.04694741,0.959311027,43.92523364,10.98901099,35.71428571,74.28571429,57.14285714,45.71428571,17.64705882,64.62585034,71.42857143,71.42857143,0,38.26530612,36.09022556,26.53061224,35.71428571,14.28571429,0,0,0,0,14.28571429,71.42857143,0,0,0,0,0,71.42857143,0,0,East Africa,2,6.129999863,4/30/16,0
93,Tanzania,Tanzania islands,Chumbe 3,Nyawira,4/30/16,2016,4,30,-6.28475,39.17642,39.17642,-6.28475,5,NA,no-take,lagoon,18,53.61,2.78,2.22,18,242,167,69.01,0.65,29.41975257,3,38.72491145,217.3799951,2.388791155,6.129999863,0.035057334,0.494241723,0.625087807,1,20,20,0.214999996,29.38079934,0.795036251,5,9,1.04694741,0.802554403,37.47412008,29.46428571,0,71.42857143,0,47.61904762,36.09022556,7.142857143,42.85714286,0,0,57.14285714,71.42857143,34.28571429,0,0,0,0,0,0,9.523809524,0,0,37.59398496,71.42857143,0,0,7.142857143,0,0,East Africa,1,6.129999863,4/30/16,0
94,Tanzania,Tanzania islands,Chumbe 2,C. Muhando,4/30/16,2016,4,30,-6.27716,39.17437,39.17437,-6.27716,5,NA,no-take,lagoon,20,66.25,5.5,0,19,213,130,61.03,0.77,28.99524849,2,32.05902079,217.3799951,2.388791155,6.129999863,0.035057334,0.494241723,0.625087807,1,20,20,0.214999996,29.38079934,0.795036251,5,9,1.04694741,0.688865482,35.3968254,38.39285714,42.85714286,67.66917293,38.0952381,14.28571429,28.57142857,10.38961039,0,0,0,1.298701299,21.42857143,2.857142857,0,0,40.81632653,0,0,0,0,0,0,0,9.523809524,0,0,14.28571429,0,0,East Africa,2,6.129999863,4/30/16,0
95,Tanzania,Tanzania islands,Chumbe 3,C. Muhando,4/30/16,2016,4,30,-6.28475,39.17642,39.17642,-6.28475,5,NA,no-take,lagoon,20,58.25,2.5,0.5,20,248,150,60.48,0.71,30.01615847,2,35.42626728,217.3799951,2.388791155,6.129999863,0.035057334,0.494241723,0.625087807,1,20,20,0.214999996,29.38079934,0.795036251,5,9,1.04694741,0.889518922,45.08928571,11.42857143,0,45.6043956,59.52380952,0,35.71428571,5.194805195,0,0,14.28571429,2.040816327,0,10.20408163,0,0,0,0,0,0,0,0,0,32.46753247,0,0,0,71.42857143,0,0,East Africa,1,6.129999863,4/30/16,0
96,Tanzania,Tanzania islands,Chumbe 2,Tim,4/30/16,2016,4,30,-6.27716,39.17437,39.17437,-6.27716,2,NA,no-take,lagoon,11,64.55,0,1.82,24,257,206,80.16,0.71,30.0536521,3,49.52751529,217.3799951,2.388791155,6.129999863,0.035057334,0.494241723,0.625087807,1,20,20,0.214999996,29.38079934,0.795036251,5,9,1.04694741,0.887393494,54.43722944,19.89795918,47.61904762,14.28571429,76.19047619,0,71.42857143,49.06832298,57.14285714,71.42857143,0,31.42857143,72.61904762,31.42857143,71.42857143,0,0,0,0,0,50,0,0,0,71.42857143,0,0,50,0,0,East Africa,2,6.129999863,4/30/16,0
97,Tanzania,Tanzania islands,Chumbe 3,Tim,4/30/16,2016,4,30,-6.28475,39.17642,39.17642,-6.28475,5,NA,no-take,lagoon,9,67.22,0,0.56,28,266,205,77.07,0.85,29.273318,3,44.46831364,217.3799951,2.388791155,6.129999863,0.035057334,0.494241723,0.625087807,1,20,20,0.214999996,29.38079934,0.795036251,5,9,1.04694741,0.658260837,37.48079877,7.142857143,71.42857143,73.1092437,75.23809524,50,57.14285714,20.23809524,34.69387755,30.15873016,0,53.57142857,71.42857143,42.85714286,0,0,76.78571429,0,0,0,48.57142857,0,0,22.85714286,52.38095238,0,0,52.38095238,0,0,East Africa,2,6.129999863,4/30/16,0
98,Tanzania,Tanzania islands,Mbudya Site 2,Tim,2005-02-16,2016,5,2,-6.66154,39.25013,39.25013,-6.66154,4,NA,restricted,flat,16,58.13,1.25,0,15,241,115,47.72,0.85,27.91753438,2,29.81624185,221.489995,2.433955989,5.269999882,0.036463536,0.497657859,0.689308281,2,7.5,14,0.156999998,29.36523744,0.659837988,5.5,10,0,0.613286,24.71042471,20,10.38961039,71.42857143,73.46938776,0,15.87301587,35.71428571,71.42857143,14.28571429,19.23076923,50.79365079,54.69387755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,East Africa,4,5.269999882,2005-02-16,0
99,Tanzania,Tanzania islands,Mbudya Edge 2,Nyawira,2005-05-16,2016,5,5,-6.65798,39.26098,39.26098,-6.65798,4,NA,restricted,flat,20,44.5,16.5,9.5,23,230,193,83.91,0.75,25.26362718,3,58.63354037,235.8899947,2.592197744,5.269999882,0.036463536,0.475186459,0.636971233,2,7.5,14,0.156999998,29.41349934,0.637819256,5,8,0,0.669339825,59.18367347,0,45.71428571,71.2962963,76.19047619,0,44.64285714,71.42857143,0,0,35.71428571,65.38461538,59.74025974,71.42857143,0,0,71.42857143,0,0,0,48.57142857,71.42857143,0,0,0,0,14.28571429,0,0,0,East Africa,4,5.269999882,2005-05-16,0
100,Tanzania,Tanzania islands,Mbudya Site 1,Tim,2005-02-16,2016,5,2,-6.65438,39.24391,39.24391,-6.65438,2,NA,restricted,flat,12,74.17,0.42,3.33,16,268,185,69.03,0.84,29.71333693,3,43.97654584,194.3499957,2.135714238,4.779999893,0.037887485,0.504381786,0.66398886,2,8,14,0.155454543,29.36956456,0.634238816,5.5,10,0,0.996423758,44.85049834,2.857142857,29.46428571,71.42857143,68.90756303,0,62.16216216,25.71428571,0,0,4.081632653,52.74725275,36.60714286,0,0,0,0,0,0,0,0,0,0,0,14.28571429,0,0,0,0,0,East Africa,4,4.779999893,2005-02-16,0
101,Tanzania,Tanzania islands,Mbudya Edge,Tim,2005-05-16,2016,5,5,-6.65798,39.26098,39.26098,-6.65798,8,NA,restricted,flat,15,32.33,11.67,11,18,185,159,85.95,0.82,26.33136273,3,59.15057915,235.8899947,2.592197744,5.269999882,0.036463536,0.475186459,0.636971233,2,7.5,14,0.156999998,29.41349934,0.637819256,5,8,0,0.604255189,28.57142857,65.87301587,0,70.12987013,67.85714286,71.42857143,22.44897959,60.95238095,0,78.57142857,4.761904762,70.23809524,53.17460317,0,0,0,71.42857143,0,0,0,57.14285714,0,0,0,0,0,0,0,0,0,East Africa,4,5.269999882,2005-05-16,0
102,Kenya,Kisite,Kisite 1 Tempgauge,Tim,5/23/16,2016,5,23,-4.71498,39.3722,39.3722,-4.71498,2.5,NA,no-take,lagoon,10,47,8,2,30,329,80,24.32,0.9,27.83448239,2,9.943551889,157.2699965,1.72824172,2.779999938,0.026973028,0.476482922,2.062334743,2,7.5,8,0.222222216,29.27863571,0.538359891,5,5,0,0.488682738,14.04761905,0.529100529,10.20408163,15.92505855,1.904761905,7.142857143,4.761904762,4.761904762,37.5,7.792207792,38.0952381,2.976190476,16.07142857,0,0,0,27.14285714,0,0,0,0,0,0,0,0,0,0,0,0,0,East Africa,2,2.779999938,5/23/16,0
103,Kenya,Kenya fringing,Malindi Coral Gardens 1,Tim,5/19/16,2016,5,19,-3.26,40.15,40.15,-3.26,2,NA,no-take,lagoon,10,19.5,6,6.5,20,226,95,42.04,0.9,28.26455229,2,20.22756005,181.8999959,1.998901054,3.719999917,0.052090766,0.46296556,1.502996184,2,7,8,0.30714285,28.93909026,0.846881707,5.5,9,1.00249535,-0.050394076,22.68907563,14.70588235,71.42857143,0,58.87445887,22.72727273,10.20408163,0,3.571428571,27.14285714,0,2.857142857,0,8.571428571,0,0,17.85714286,0,0,0,42.85714286,0,0,0,0,0,0,35.71428571,0,0,East Africa,3,3.719999917,5/19/16,0
